station id,location,date,min,max,ave
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-03,61,71,56
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-04,62,71,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-05,59,69,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-06,58,61,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-07,58,63,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-08,59,65,56
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-09,61,64,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-10,59,62,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-11,58,62,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-12,60,66,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-13,60,66,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-14,66,74,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-15,67,76,60
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-16,61,66,57
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-17,54,59,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-18,55,64,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-19,62,70,44
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-20,68,75,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-21,68,74,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-22,63,71,59
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-23,63,73,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-24,62,71,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-25,66,74,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-26,67,71,59
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-27,66,73,57
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-28,78,84,60
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-29,72,78,67
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-30,67,72,63
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-07-31,65,72,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-01,60,65,56
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-02,60,66,58
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-03,54,69,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-04,57,66,43
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-05,65,74,51
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-06,71,80,63
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-07,54,68,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-08,54,61,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-09,61,63,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-10,67,70,60
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-11,56,67,53
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-12,57,62,53
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-13,57,62,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-14,60,66,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-15,60,65,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-16,58,60,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-17,53,55,51
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-18,50,52,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-19,50,59,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-20,56,65,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-21,54,61,51
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-22,54,59,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-23,52,58,46
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-24,54,61,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-25,59,66,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-26,57,69,45
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-27,64,71,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-28,63,68,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-29,61,74,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-30,59,65,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-08-31,59,64,53
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-01,57,63,54
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-02,57,64,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-03,54,66,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-04,60,69,48
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-05,58,68,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-06,58,67,49
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-07,58,71,45
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-08,67,73,55
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-09,58,66,53
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-10,67,72,52
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-11,63,71,56
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-12,54,63,46
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-13,54,65,42
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-14,48,56,40
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-15,58,64,38
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-16,59,68,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-17,59,69,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-18,59,70,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-19,55,66,50
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-20,53,62,45
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-21,46,58,39
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-22,44,55,31
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-23,57,64,45
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-24,63,70,53
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-25,49,64,47
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-26,49,51,46
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-27,45,50,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-28,43,51,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-29,43,55,35
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-09-30,47,57,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-01,56,61,41
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-02,46,57,37
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-03,45,55,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-04,48,54,44
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-05,41,47,39
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-06,37,42,34
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-07,42,49,27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-08,46,54,38
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-09,39,48,32
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-10,44,52,35
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-11,45,55,38
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-12,43,51,29
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-13,54,60,46
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-14,48,61,33
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-15,33,37,26
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-16,39,41,31
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-17,38,43,31
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-18,41,44,27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-19,29,43,26
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-20,25,29,19
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-21,21,29,17
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-22,19,31,8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-23,32,40,13
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-24,33,38,30
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-25,28,38,20
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-26,29,40,20
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-27,35,47,22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-28,33,40,28
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-29,30,38,23
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-30,35,45,24
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-10-31,34,40,29
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-01,31,34,23
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-02,35,37,29
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-03,32,40,24
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-04,37,45,31
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-05,34,44,29
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-06,33,39,26
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-07,31,37,26
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-08,32,38,27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-09,35,39,28
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-10,38,45,27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-11,34,35,30
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-12,33,38,28
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-13,24,30,22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-14,28,36,22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-15,30,35,27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-16,26,29,22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-17,25,27,23
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-18,24,29,15
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-19,27,34,17
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-20,22,34,12
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-21,34,41,23
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-22,29,39,16
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-23,7,17,3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-24,6,10,3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-25,9,13,2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-26,12,17,6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-27,13,15,11
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-28,8,15,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-29,10,20,-5
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-11-30,14,17,12
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-01,11,13,9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-02,9,13,8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-03,14,20,6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-04,13,19,6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-05,14,19,8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-06,11,13,9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-07,14,20,6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-08,21,27,12
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-09,15,24,4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-10,31,36,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-11,16,36,2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-12,10,18,-2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-13,4,11,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-14,-6,4,-10
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-15,-7,-5,-10
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-16,-3,1,-7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-17,-4,9,-12
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-18,-3,1,-17
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-19,9,12,-7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-20,10,18,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-21,11,14,3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-22,1,14,-2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-23,6,11,-4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-24,10,21,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-25,16,19,-2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-26,10,20,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-27,16,21,4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-28,26,29,19
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-29,12,23,9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-30,13,23,5
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1894-12-31,9,14,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-01,3,11,-7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-02,5,7,4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-03,4,10,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-04,2,4,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-05,2,4,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-06,1,8,-9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-07,-5,6,-11
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-08,0,13,-12
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-09,11,20,-4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-10,27,36,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-11,4,25,-9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-12,-9,1,-16
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-13,-13,-5,-22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-14,-6,-2,-22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-15,-7,1,-16
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-16,-11,2,-18
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-17,-16,-2,-23
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-18,-17,-3,-27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-19,-16,-5,-31
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-20,-14,-5,-25
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-21,-10,2,-17
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-22,-7,4,-19
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-23,-15,0,-22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-24,-15,-1,-27
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-25,-17,-5,-26
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-26,-20,-4,-31
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-27,-6,4,-26
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-28,9,16,3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-29,6,9,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-30,9,15,8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-01-31,8,16,-6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-01,5,16,-8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-02,1,5,-8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-03,14,19,2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-04,21,30,0
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-05,27,31,22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-06,15,26,14
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-07,21,28,14
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-08,27,34,21
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-09,20,29,8
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-10,24,32,14
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-11,15,29,9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-12,1,20,-11
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-13,14,25,-6
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-14,2,18,-13
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-15,1,8,-13
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-16,23,31,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-17,1,23,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-18,-7,2,-17
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-19,-14,3,-22
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-20,1,6,-21
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-21,7,11,2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-22,4,8,0
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-23,-1,12,-11
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-24,2,17,-10
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-25,-6,11,-16
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-26,-9,10,-19
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-27,-2,5,-9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-02-28,-3,3,-10
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-01,-6,4,-15
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-02,-6,10,-20
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-03,2,16,-9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-04,5,19,-3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-05,7,21,-7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-06,9,22,-2
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-07,11,24,3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-08,8,21,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-09,1,17,-5
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-10,-1,14,-15
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-11,3,17,-9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-12,7,14,-12
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-13,13,16,9
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-14,6,25,-7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-15,9,24,-3
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-16,12,22,4
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-17,13,24,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-18,14,24,5
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-19,14,23,-1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-20,14,28,5
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-21,15,29,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-22,9,21,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-23,11,25,0
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-24,19,32,1
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-25,26,33,17
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-26,18,28,7
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-27,23,33,11
RSM00032061,"ALEKSANDROVSK SAHALINSKIJ, RS",1895-03-28,28,36,21
